"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","점검일자","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름"
"1261816","222","홈플러스 독산점","311","오이(다다기)","1개","660","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261817","222","홈플러스 독산점","119","호박(인큐베이터)","1개","1190","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261818","222","홈플러스 독산점","58","쇠고기(한우불고기)","1등급(600g)","23940","2018-06","농협안심한우","2018-06-28","002","대형마트","545000","금천구"
"1261819","222","홈플러스 독산점","202","돼지고기(생삼겹살)","1등급(600g)","17940","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261820","222","홈플러스 독산점","283","닭고기(육계)","1마리(1kg)","6450","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261821","222","홈플러스 독산점","171","달걀(10개)","10개","2780","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261822","222","홈플러스 독산점","320","달걀(30개)","30개","4480","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261823","222","홈플러스 독산점","135","조기(중국산생물)","1마리(25cm)","4490","2018-06","중국","2018-06-28","002","대형마트","545000","금천구"
"1261824","222","홈플러스 독산점","152","명태(러시아냉동)","1마리(45cm)","3990","2018-06","러시아","2018-06-28","002","대형마트","545000","금천구"
"1261825","222","홈플러스 독산점","254","오징어(생물국산)","1마리(25cm)","3490","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261826","222","홈플러스 독산점","269","고등어(냉동수입산)","1마리(25cm)","2490","2018-06","노르웨이","2018-06-28","002","대형마트","545000","금천구"
"1261895","114","현대시장","305","사과(부사 300g)","1개","2000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261896","114","현대시장","306","배(신고 600g)","1개","2500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261897","114","현대시장","307","배추(2.5~3kg)","1개","2500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261898","114","현대시장","308","무(1kg)","1개","1500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261899","114","현대시장","309","양파(1.5kg망)","1개","2000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261900","114","현대시장","310","상추(100g)","1개","500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261901","114","현대시장","311","오이(다다기)","1개","200","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261902","114","현대시장","119","호박(인큐베이터)","1개","1000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261903","114","현대시장","58","쇠고기(한우불고기)","1등급(600g)","26000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261904","114","현대시장","202","돼지고기(생삼겹살)","1등급(600g)","13200","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261905","114","현대시장","283","닭고기(육계)","1마리(1kg)","5000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261906","114","현대시장","171","달걀(10개)","10개","1330","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261907","114","현대시장","320","달걀(30개)","30개","4000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261908","114","현대시장","260","조기(냉동수입산)","1마리(25cm)","2500","2018-06","중국","2018-06-28","001","전통시장","545000","금천구"
"1261909","114","현대시장","152","명태(러시아냉동)","1마리(45cm)","3000","2018-06","러시아","2018-06-28","001","전통시장","545000","금천구"
"1261910","114","현대시장","254","오징어(생물국산)","1마리(25cm)","3500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261911","114","현대시장","266","고등어(생물국산)","1마리(25cm)","3000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261912","115","남문시장","305","사과(부사 300g)","1개","2000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261913","115","남문시장","306","배(신고 600g)","1개","2000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261914","115","남문시장","307","배추(2.5~3kg)","1개","3000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261915","115","남문시장","308","무(1kg)","1개","1500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261916","115","남문시장","309","양파(1.5kg망)","1개","2000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261917","115","남문시장","310","상추(100g)","1개","300","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261918","115","남문시장","311","오이(다다기)","1개","200","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261919","115","남문시장","119","호박(인큐베이터)","1개","1000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261920","115","남문시장","58","쇠고기(한우불고기)","1등급(600g)","26000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261921","115","남문시장","202","돼지고기(생삼겹살)","1등급(600g)","14000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261922","115","남문시장","283","닭고기(육계)","1마리(1kg)","4500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261923","115","남문시장","171","달걀(10개)","10개","1500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261924","115","남문시장","320","달걀(30개)","30개","4500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261925","115","남문시장","135","조기(중국산생물)","1마리(25cm)","3000","2018-06","중국","2018-06-28","001","전통시장","545000","금천구"
"1261926","115","남문시장","152","명태(러시아냉동)","1마리(45cm)","3000","2018-06","러시아","2018-06-28","001","전통시장","545000","금천구"
"1261927","115","남문시장","254","오징어(생물국산)","1마리(25cm)","3000","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261928","115","남문시장","266","고등어(생물국산)","1마리(25cm)","2500","2018-06","국산","2018-06-28","001","전통시장","545000","금천구"
"1261929","116","홈플러스 시흥점","305","사과(부사 300g)","1개","2980","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261930","116","홈플러스 시흥점","306","배(신고 600g)","1개","3300","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261931","116","홈플러스 시흥점","307","배추(2.5~3kg)","1개","2690","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261932","116","홈플러스 시흥점","308","무(1kg)","1개","2490","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261933","116","홈플러스 시흥점","309","양파(1.5kg망)","1개","3490","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261934","116","홈플러스 시흥점","310","상추(100g)","1개","500","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261935","116","홈플러스 시흥점","311","오이(다다기)","1개","660","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261936","116","홈플러스 시흥점","119","호박(인큐베이터)","1개","1190","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261937","116","홈플러스 시흥점","58","쇠고기(한우불고기)","1등급(600g)","23940","2018-06","농협안심한우","2018-06-28","002","대형마트","545000","금천구"
"1261938","116","홈플러스 시흥점","202","돼지고기(생삼겹살)","1등급(600g)","17940","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261939","116","홈플러스 시흥점","283","닭고기(육계)","1마리(1kg)","6450","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261940","116","홈플러스 시흥점","171","달걀(10개)","10개","2780","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261941","116","홈플러스 시흥점","320","달걀(30개)","30개","4480","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261942","116","홈플러스 시흥점","135","조기(중국산생물)","1마리(25cm)","4490","2018-06","중국","2018-06-28","002","대형마트","545000","금천구"
"1261943","116","홈플러스 시흥점","152","명태(러시아냉동)","1마리(45cm)","3990","2018-06","러시아","2018-06-28","002","대형마트","545000","금천구"
"1261944","116","홈플러스 시흥점","254","오징어(생물국산)","1마리(25cm)","3490","2018-06","국산","2018-06-28","002","대형마트","545000","금천구"
"1261945","116","홈플러스 시흥점","318","고등어(30cm수입산)","1마리(25cm)","2490","2018-06","노르웨이","2018-06-28","002","대형마트","545000","금천구"
"1262999","213","화곡본동시장","237","사과(부사)중급(대)","1개 ","1428","2018-06","청송(7개 10000원)","2018-06-28","001","전통시장","500000","강서구"
"1263000","213","화곡본동시장","276","배(신고)","1개 ","3000","2018-06","신고","2018-06-28","001","전통시장","500000","강서구"
"1263001","213","화곡본동시장","307","배추(2.5~3kg)","1포기","3000","2018-06","해남","2018-06-28","001","전통시장","500000","강서구"
"1263002","213","화곡본동시장","308","양파(1.5kg망)","1개","2000","2018-06","","2018-06-28","001","전통시장","500000","강서구"
"1263003","213","화곡본동시장","309","상추(100g)","15kg","2000","2018-06","제주","2018-06-28","001","전통시장","500000","강서구"
"1263004","213","화곡본동시장","310","오이(다다기)","100g","500","2018-06","400g(2000원)","2018-06-28","001","전통시장","500000","강서구"
"1263005","213","화곡본동시장","311","호박","1개","400","2018-06","강원도(5개2000원)","2018-06-28","001","전통시장","500000","강서구"
"1263006","213","화곡본동시장","277","쇠고기(한우불고기)","1개 ","700","2018-06","양주","2018-06-28","001","전통시장","500000","강서구"
"1263007","213","화곡본동시장","58","돼지고기(생삼겹살)","600g","29000","2018-06","안양","2018-06-28","001","전통시장","500000","강서구"
"1263008","213","화곡본동시장","99","닭고기(육계)","600g","14900","2018-06","안양","2018-06-28","001","전통시장","500000","강서구"
"1263009","213","화곡본동시장","283","달걀(10개)","1kg","6000","2018-06","마니커","2018-06-28","001","전통시장","500000","강서구"
"1263010","213","화곡본동시장","171","달걀(30개)","10개","1333","2018-06","왕란30개 4000원)","2018-06-28","001","전통시장","500000","강서구"
"1263011","213","화곡본동시장","320","조기(냉동수입산)","30개","4000","2018-06","왕란","2018-06-28","001","전통시장","500000","강서구"
"1263012","213","화곡본동시장","260","명태(러시아냉동)","1마리(22cm)","4000","2018-06","중국(부세)","2018-06-28","001","전통시장","500000","강서구"
"1263013","213","화곡본동시장","152","오징어(생물국산)","1마리(35cm)","3000","2018-06","러시아","2018-06-28","001","전통시장","500000","강서구"
"1263014","213","화곡본동시장","254","고등어(냉동국산)","1마리(22cm)","3000","2018-06","동해안(햇오징어)","2018-06-28","001","전통시장","500000","강서구"
"1263015","213","화곡본동시장","268","무(1kg)","1마리(27cm)","3000","2018-06","부산","2018-06-28","001","전통시장","500000","강서구"
"1246154","199","서울중앙시장","305","사과(부사 300g)","1개","1900","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246155","199","서울중앙시장","284","배(중품)","1개","2000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246156","199","서울중앙시장","271","배추(중간)","1포기(중간)","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246157","199","서울중앙시장","133","무(세척무)","1개","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246158","199","서울중앙시장","309","양파(1.5kg망)","1망 1.5kg","2500","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246159","199","서울중앙시장","310","상추(100g)","100g","700","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246160","199","서울중앙시장","311","오이(다다기)","1개","600","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246161","199","서울중앙시장","118","호박(인큐베이터)중간","1개","1550","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246162","199","서울중앙시장","98","쇠고기(한우2등급)","1근","29000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246163","199","서울중앙시장","99","돼지고기(생삼겹살)","1근","12000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246164","199","서울중앙시장","283","닭고기(육계)","1마리","5000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246165","199","서울중앙시장","171","달걀(10개)","10개","2200","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246166","199","서울중앙시장","320","달걀(30개)","30개","3950","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246167","199","서울중앙시장","152","명태(러시아냉동)","1마리","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246168","199","서울중앙시장","260","조기(냉동수입산)","1마리","3300","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246169","199","서울중앙시장","253","오징어","1마리","5000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246170","199","서울중앙시장","304","고등어","1마리","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246171","11","남대문시장","305","사과(부사 300g)","1개","1900","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246172","11","남대문시장","284","배(중품)","1개","2100","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246173","11","남대문시장","271","배추(중간)","1포기(중간)","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246174","11","남대문시장","133","무(세척무)","1개","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246175","11","남대문시장","309","양파(1.5kg망)","1망 1.5kg","2600","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246176","11","남대문시장","310","상추(100g)","100g","750","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246177","11","남대문시장","311","오이(다다기)","1개","630","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246178","11","남대문시장","118","호박(인큐베이터)중간","1개","1600","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246179","11","남대문시장","58","쇠고기(한우불고기)","1근","30000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246180","11","남대문시장","99","돼지고기(생삼겹살)","1근","11500","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246181","11","남대문시장","283","닭고기(육계)","1마리","5000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246182","11","남대문시장","171","달걀(10개)","10개","2300","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246183","11","남대문시장","320","달걀(30개)","30개","4700","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246184","11","남대문시장","260","조기(냉동수입산)","1마리","3300","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246185","11","남대문시장","152","명태(러시아냉동)","1마리","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246186","11","남대문시장","253","오징어","1마리","5000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246187","11","남대문시장","304","고등어","1마리","3000","2018-05","","2018-05-31","001","전통시장","140000","중구"
"1246188","8","롯데마트 서울역점","305","사과(부사 300g)","1개","1700","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246189","8","롯데마트 서울역점","284","배(중품)","1개","2100","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246190","8","롯데마트 서울역점","271","배추(중간)","1포기(중간)","2480","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246191","8","롯데마트 서울역점","133","무(세척무)","1개","2880","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246192","8","롯데마트 서울역점","309","양파(1.5kg망)","1망 1.5kg","2650","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246193","8","롯데마트 서울역점","310","상추(100g)","100g","620","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246194","8","롯데마트 서울역점","311","오이(다다기)","1개","530","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246195","8","롯데마트 서울역점","118","호박(인큐베이터)중간","1개","1800","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246196","8","롯데마트 서울역점","98","쇠고기(한우2등급)","1근","30000","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246197","8","롯데마트 서울역점","99","돼지고기(생삼겹살)","1근","11200","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246198","8","롯데마트 서울역점","18","닭고기","1마리","5500","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246199","8","롯데마트 서울역점","171","달걀(10개)","10개","2480","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246200","8","롯데마트 서울역점","320","달걀(30개)","30개","4780","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246201","8","롯데마트 서울역점","260","조기(냉동수입산)","1마리","3500","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246202","8","롯데마트 서울역점","152","명태(러시아냉동)","1마리","3900","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246203","8","롯데마트 서울역점","253","오징어","1마리","3900","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246204","8","롯데마트 서울역점","304","고등어","1마리","1600","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246205","60","이마트 청계점","305","사과(부사 300g)","1개","1800","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246206","60","이마트 청계점","284","배(중품)","1개","2100","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246207","60","이마트 청계점","271","배추(중간)","1포기(중간)","2780","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246208","60","이마트 청계점","133","무(세척무)","1개","2180","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246209","60","이마트 청계점","309","양파(1.5kg망)","1망 1.5kg","2600","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246210","60","이마트 청계점","310","상추(100g)","100g","700","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246211","60","이마트 청계점","311","오이(다다기)","1개","620","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246212","60","이마트 청계점","118","호박(인큐베이터)중간","1개","1690","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246213","60","이마트 청계점","98","쇠고기(한우2등급)","1근","30000","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246214","60","이마트 청계점","99","돼지고기(생삼겹살)","1근","11500","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246215","60","이마트 청계점","18","닭고기","1마리","5500","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246216","60","이마트 청계점","171","달걀(10개)","10개","2490","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246217","60","이마트 청계점","320","달걀(30개)","30개","4790","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246218","60","이마트 청계점","152","명태(러시아냉동)","1마리","3800","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246219","60","이마트 청계점","260","조기(냉동수입산)","1마리","3500","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246220","60","이마트 청계점","253","오징어","1마리","3180","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246221","60","이마트 청계점","13","고등어","1마리","2100","2018-05","","2018-05-31","002","대형마트","140000","중구"
"1246222","32","영천시장","305","사과(부사 300g)","1개","2000","2018-05","청송","2018-05-31","001","전통시장","410000","서대문구"
"1246223","32","영천시장","306","배(신고 600g)","1개","1500","2018-05","성환","2018-05-31","001","전통시장","410000","서대문구"
"1246224","32","영천시장","307","배추(2.5~3kg)","1포기","2500","2018-05","3포기7500해남","2018-05-31","001","전통시장","410000","서대문구"
"1246225","32","영천시장","308","무(1kg)","1개","2000","2018-05","제주","2018-05-31","001","전통시장","410000","서대문구"
"1246226","32","영천시장","309","양파(1.5kg망)","1망","2500","2018-05","무안","2018-05-31","001","전통시장","410000","서대문구"
"1246227","32","영천시장","23","상추","100g","500","2018-05","진주","2018-05-31","001","전통시장","410000","서대문구"
"1246228","32","영천시장","311","오이(다다기)","1개","330","2018-05","3개1000진주","2018-05-31","001","전통시장","410000","서대문구"
"1246229","32","영천시장","312","애호박","1개","1000","2018-05","웰빙애호박","2018-05-31","001","전통시장","410000","서대문구"
"1246230","32","영천시장","58","쇠고기(한우불고기)","600g","24000","2018-05","100g4000장수축산","2018-05-31","001","전통시장","410000","서대문구"
"1246231","32","영천시장","52","돼지고기(삼겹살)","600g","10800","2018-05","100g1800장수축산","2018-05-31","001","전통시장","410000","서대문구"
"1246232","32","영천시장","138","닭고기(토종닭)","1마리","6500","2018-05","하림토종닭","2018-05-31","001","전통시장","410000","서대문구"
"1246233","32","영천시장","171","달걀(10개)","10개","2850","2018-05","수향신선란","2018-05-31","001","전통시장","410000","서대문구"
"1246234","32","영천시장","320","달걀(30개)","30개","2400","2018-05","수향판란","2018-05-31","001","전통시장","410000","서대문구"
"1246235","32","영천시장","260","조기(냉동수입산)","1마리","3000","2018-05","부세중국산","2018-05-31","001","전통시장","410000","서대문구"
"1246236","32","영천시장","152","명태(러시아냉동)","1마리","8000","2018-05","생태러시아","2018-05-31","001","전통시장","410000","서대문구"
"1246237","32","영천시장","256","오징어(냉동국산)","1마리","4000","2018-05","원양해동","2018-05-31","001","전통시장","410000","서대문구"
"1246238","32","영천시장","266","고등어(생물국산)","1마리","5000","2018-05","부산","2018-05-31","001","전통시장","410000","서대문구"
"1246239","220","롯데슈퍼","305","사과(부사 300g)","1개","2000","2018-05","4개7990청송","2018-05-31","002","대형마트","410000","서대문구"
"1246240","220","롯데슈퍼","306","배(신고 600g)","1개","2330","2018-05","3개6990안성","2018-05-31","002","대형마트","410000","서대문구"
"1246241","220","롯데슈퍼","307","배추(2.5~3kg)","1포기","2490","2018-05","해남","2018-05-31","002","대형마트","410000","서대문구"
"1246242","220","롯데슈퍼","308","무(1kg)","1개","3490","2018-05","제주","2018-05-31","002","대형마트","410000","서대문구"
"1246243","220","롯데슈퍼","309","양파(1.5kg망)","1망","2990","2018-05","초 L프라임","2018-05-31","002","대형마트","410000","서대문구"
"1246244","220","롯데슈퍼","310","상추(100g)","100g","1490","2018-05","친환경경기","2018-05-31","002","대형마트","410000","서대문구"
"1246245","220","롯데슈퍼","311","오이(다다기)","1개","500","2018-05","4개2000이천","2018-05-31","002","대형마트","410000","서대문구"
"1246246","220","롯데슈퍼","277","호박","1개","1990","2018-05","초L프라임","2018-05-31","002","대형마트","410000","서대문구"
"1246247","220","롯데슈퍼","58","쇠고기(한우불고기)","600g","23940","2018-05","100g3990부천농협","2018-05-31","002","대형마트","410000","서대문구"
"1246248","220","롯데슈퍼","99","돼지고기(생삼겹살)","600g","14880","2018-05","100g2480서라벌축산","2018-05-31","002","대형마트","410000","서대문구"
"1246249","220","롯데슈퍼","138","닭고기(토종닭)","1마리","7990","2018-05","하림토종닭세일","2018-05-31","002","대형마트","410000","서대문구"
"1246250","220","롯데슈퍼","171","달걀(10개)","10개","1590","2018-05","1등급자연란","2018-05-31","002","대형마트","410000","서대문구"
"1246251","220","롯데슈퍼","320","달걀(30개)","30개","3490","2018-05","판란","2018-05-31","002","대형마트","410000","서대문구"
"1246252","220","롯데슈퍼","144","조기(국산냉동)","1마리","3300","2018-05","부세중국산","2018-05-31","002","대형마트","410000","서대문구"
"1246253","220","롯데슈퍼","152","명태(러시아냉동)","1마리","2980","2018-05","러시아","2018-05-31","002","대형마트","410000","서대문구"
"1246254","220","롯데슈퍼","256","오징어(냉동국산)","1마리","3950","2018-05","2마리7900","2018-05-31","002","대형마트","410000","서대문구"
"1246255","220","롯데슈퍼","268","고등어(냉동국산)","1마리","4980","2018-05","부산","2018-05-31","002","대형마트","410000","서대문구"
"1246256","33","현대백화점 신촌점","305","사과(부사 300g)","1개","3750","2018-05","4개15000청송","2018-05-31","002","대형마트","410000","서대문구"
"1246257","33","현대백화점 신촌점","306","배(신고 600g)","1개","7000","2018-05","2개14000안성","2018-05-31","002","대형마트","410000","서대문구"
"1246258","33","현대백화점 신촌점","307","배추(2.5~3kg)","1포기","3500","2018-05","해남햇배추","2018-05-31","002","대형마트","410000","서대문구"
"1246259","33","현대백화점 신촌점","308","무(1kg)","1개","3000","2018-05","친환경제주","2018-05-31","002","대형마트","410000","서대문구"
"1246260","33","현대백화점 신촌점","309","양파(1.5kg망)","1망","3900","2018-05","친환경 무안","2018-05-31","002","대형마트","410000","서대문구"
"1246261","33","현대백화점 신촌점","310","상추(100g)","100g","2300","2018-05","충주","2018-05-31","002","대형마트","410000","서대문구"
"1246262","33","현대백화점 신촌점","22","오이","1개","490","2018-05","10개4900김천","2018-05-31","002","대형마트","410000","서대문구"
"1246263","33","현대백화점 신촌점","312","애호박","1개","1750","2018-05","2개3500논개애호박","2018-05-31","002","대형마트","410000","서대문구"
"1246264","33","현대백화점 신촌점","131","쇠고기(한우1등급)","600g","47400","2018-05","100g7900부천농협","2018-05-31","002","대형마트","410000","서대문구"
"1246265","33","현대백화점 신촌점","99","돼지고기(생삼겹살)","600g","31200","2018-05","100g5200선진포그","2018-05-31","002","대형마트","410000","서대문구"
"1246266","33","현대백화점 신촌점","138","닭고기(토종닭)","1마리","10400","2018-05","하림토종닭","2018-05-31","002","대형마트","410000","서대문구"
"1246267","33","현대백화점 신촌점","171","달걀(10개)","10개","3900","2018-05","1등급자연란","2018-05-31","002","대형마트","410000","서대문구"
"1246268","33","현대백화점 신촌점","320","달걀(30개)","30개","6000","2018-05","고소한달걀","2018-05-31","002","대형마트","410000","서대문구"
"1246269","33","현대백화점 신촌점","136","조기(국산생물)","1마리","8500","2018-05","제주","2018-05-31","002","대형마트","410000","서대문구"
"1246270","33","현대백화점 신촌점","265","명태(생물수입산)","1마리","0","2018-05","미입고","2018-05-31","002","대형마트","410000","서대문구"
"1246271","33","현대백화점 신촌점","254","오징어(생물국산)","1마리","3500","2018-05","2마리7000원양해동","2018-05-31","002","대형마트","410000","서대문구"
"1246272","33","현대백화점 신촌점","266","고등어(생물국산)","1마리","7000","2018-05","부산","2018-05-31","002","대형마트","410000","서대문구"
"1246273","31","인왕시장","305","사과(부사 300g)","1개","2000","2018-05","청송","2018-05-31","001","전통시장","410000","서대문구"
"1246274","31","인왕시장","306","배(신고 600g)","1개","2000","2018-05","안성","2018-05-31","001","전통시장","410000","서대문구"
"1246275","31","인왕시장","307","배추(2.5~3kg)","1포기","2000","2018-05","해남햇배추","2018-05-31","001","전통시장","410000","서대문구"
"1246276","31","인왕시장","308","무(1kg)","1개","2500","2018-05","제주","2018-05-31","001","전통시장","410000","서대문구"
"1246277","31","인왕시장","309","양파(1.5kg망)","1망","3000","2018-05","무안","2018-05-31","001","전통시장","410000","서대문구"
"1246278","31","인왕시장","310","상추(100g)","100g","750","2018-05","400g3000상주","2018-05-31","001","전통시장","410000","서대문구"
"1246279","31","인왕시장","311","오이(다다기)","1개","500","2018-05","당진","2018-05-31","001","전통시장","410000","서대문구"
"1246280","31","인왕시장","277","호박","1개","1500","2018-05","논개애호박","2018-05-31","001","전통시장","410000","서대문구"
"1246281","31","인왕시장","58","쇠고기(한우불고기)","600g","27960","2018-05","100g4660협신식품","2018-05-31","001","전통시장","410000","서대문구"
"1246282","31","인왕시장","52","돼지고기(삼겹살)","600g","12000","2018-05","100g2000협신식품","2018-05-31","001","전통시장","410000","서대문구"
"1246283","31","인왕시장","18","닭고기","1마리","4500","2018-05","마니커","2018-05-31","001","전통시장","410000","서대문구"
"1246284","31","인왕시장","171","달걀(10개)","10개","3500","2018-05","신선란","2018-05-31","001","전통시장","410000","서대문구"
"1246285","31","인왕시장","320","달걀(30개)","30개","4500","2018-05","신선판란","2018-05-31","001","전통시장","410000","서대문구"
"1246286","31","인왕시장","260","조기(냉동수입산)","1마리","3000","2018-05","부세중국산","2018-05-31","001","전통시장","410000","서대문구"
"1246287","31","인왕시장","152","명태(러시아냉동)","1마리","2500","2018-05","러시아","2018-05-31","001","전통시장","410000","서대문구"
"1246288","31","인왕시장","256","오징어(냉동국산)","1마리","4000","2018-05","원양해동","2018-05-31","001","전통시장","410000","서대문구"
"1246289","31","인왕시장","266","고등어(생물국산)","1마리","4000","2018-05","부산","2018-05-31","001","전통시장","410000","서대문구"
"1246290","109","고척근린시장","305","사과(부사 300g)","1개","1250","2018-05","4개5000원","2018-05-30","001","전통시장","530000","구로구"
"1246291","109","고척근린시장","306","배(신고 600g)","1개","3000","2018-05","국내산","2018-05-30","001","전통시장","530000","구로구"
