"일련번호","시장/마트 번호","시장/마트 이름","품목 번호","품목 이름","실판매규격","가격(원)","년도-월","비고","점검일자","시장유형 구분(시장/마트) 코드","시장유형 구분(시장/마트) 이름","자치구 코드","자치구 이름"
"1302626","202","구로시장","28","사과","1개","1000","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302627","202","구로시장","306","배(신고 600g)","1개","2500","2018-10","4개10000","2018-10-01","001","전통시장","530000","구로구"
"1302628","202","구로시장","307","배추(2.5~3kg)","1포기","4000","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302629","202","구로시장","308","무(1kg)","1개","1500","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302630","202","구로시장","309","양파(1.5kg망)","1망","2500","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302631","202","구로시장","310","상추(100g)","적상추","1000","2018-10","1근400g4000","2018-10-01","001","전통시장","530000","구로구"
"1302632","202","구로시장","311","오이(다다기)","1개","400","2018-10","4개2000","2018-10-01","001","전통시장","530000","구로구"
"1302633","202","구로시장","312","애호박","1개","500","2018-10","2개1000","2018-10-01","001","전통시장","530000","구로구"
"1302634","202","구로시장","58","쇠고기(한우불고기)","600g","30000","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302635","202","구로시장","202","돼지고기(생삼겹살)","600g","16000","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302636","202","구로시장","283","닭고기(육계)","1마리","5000","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302637","202","구로시장","171","달걀(10개)","특란","2000","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302638","202","구로시장","320","달걀(30개)","특란","4800","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1302639","202","구로시장","259","조기(냉동국산)","1마리","3000","2018-10","부세","2018-10-01","001","전통시장","530000","구로구"
"1302640","202","구로시장","152","명태(러시아냉동)","1마리","2000","2018-10","수입","2018-10-01","001","전통시장","530000","구로구"
"1302641","202","구로시장","256","오징어(냉동국산)","1마리","4000","2018-10","2마리8000","2018-10-01","001","전통시장","530000","구로구"
"1302642","202","구로시장","266","고등어(생물국산)","1마리","2000","2018-10","국내산","2018-10-01","001","전통시장","530000","구로구"
"1312299","16","현대백화점 미아점","305","사과(부사 300g)","1개","3600","2018-10","국내 5입 봉 18000원","2018-10-22","002","대형마트","290000","성북구"
"1312300","16","현대백화점 미아점","306","배(신고 600g)","1개","7667","2018-10","신고 3입 팩 23000원","2018-10-22","002","대형마트","290000","성북구"
"1312301","16","현대백화점 미아점","307","배추(2.5~3kg)","1포기","5000","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312302","16","현대백화점 미아점","25","무","1개","4200","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312303","16","현대백화점 미아점","309","양파(1.5kg망)","1.5kg","3800","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312304","16","현대백화점 미아점","23","상추","100g","1500","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312305","16","현대백화점 미아점","311","오이(다다기)","1개","1100","2018-10","국내 5개 5500원","2018-10-22","002","대형마트","290000","성북구"
"1312306","16","현대백화점 미아점","312","애호박","1개","1800","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312307","16","현대백화점 미아점","58","쇠고기(한우불고기)","600g","35520","2018-10","한우암소 100g 5920원","2018-10-22","002","대형마트","290000","성북구"
"1312308","16","현대백화점 미아점","202","돼지고기(생삼겹살)","600g","22400","2018-10","선진포크 100g 3740원","2018-10-22","002","대형마트","290000","성북구"
"1312309","16","현대백화점 미아점","283","닭고기(육계)","1kg","10000","2018-10","자연실록9호 830g 8300원","2018-10-22","002","대형마트","290000","성북구"
"1312310","16","현대백화점 미아점","171","달걀(10개)","10개","3800","2018-10","텃골1등급","2018-10-22","002","대형마트","290000","성북구"
"1312311","16","현대백화점 미아점","320","달걀(30개)","30개","0","2018-10","입고안됨","2018-10-22","002","대형마트","290000","성북구"
"1312312","16","현대백화점 미아점","136","조기(국산생물)","1마리","0","2018-10","입고안됨","2018-10-22","002","대형마트","290000","성북구"
"1312313","16","현대백화점 미아점","152","명태(러시아냉동)","1마리","0","2018-10","입고안됨","2018-10-22","002","대형마트","290000","성북구"
"1312314","16","현대백화점 미아점","254","오징어(생물국산)","1마리","6500","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312315","16","현대백화점 미아점","266","고등어(생물국산)","1마리","10000","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312316","15","이마트 미아점","305","사과(부사 300g)","1개","1495","2018-10","햇사과 4개 5980원","2018-10-22","002","대형마트","290000","성북구"
"1312317","15","이마트 미아점","306","배(신고 600g)","1개","2475","2018-10","저탄소 4개 9900원","2018-10-22","002","대형마트","290000","성북구"
"1312318","15","이마트 미아점","307","배추(2.5~3kg)","1포기","3180","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312319","15","이마트 미아점","25","무","1개","1980","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312320","15","이마트 미아점","309","양파(1.5kg망)","1.5kg","2505","2018-10","국내 100g 167원","2018-10-22","002","대형마트","290000","성북구"
"1312321","15","이마트 미아점","310","상추(100g)","100g","790","2018-10","양촌 200g 1580원","2018-10-22","002","대형마트","290000","성북구"
"1312322","15","이마트 미아점","311","오이(다다기)","1개","597","2018-10","국내 3개 1790원","2018-10-22","002","대형마트","290000","성북구"
"1312323","15","이마트 미아점","312","애호박","1개","1190","2018-10","국내","2018-10-22","002","대형마트","290000","성북구"
"1312324","15","이마트 미아점","131","쇠고기(한우1등급)","600g","38700","2018-10","국내 100g 6450원","2018-10-22","002","대형마트","290000","성북구"
"1312325","15","이마트 미아점","52","돼지고기(삼겹살)","600g","19320","2018-10","선진포크 100g 3220원","2018-10-22","002","대형마트","290000","성북구"
"1312326","15","이마트 미아점","283","닭고기(육계)","1kg","5700","2018-10","하림 백숙용","2018-10-22","002","대형마트","290000","성북구"
"1312327","15","이마트 미아점","171","달걀(10개)","10개","2880","2018-10","계성농장","2018-10-22","002","대형마트","290000","성북구"
"1312328","15","이마트 미아점","320","달걀(30개)","30개","5980","2018-10","알찬란","2018-10-22","002","대형마트","290000","성북구"
"1312329","15","이마트 미아점","136","조기(국산생물)","1마리","1980","2018-10","참조기 소 해동","2018-10-22","002","대형마트","290000","성북구"
"1312330","15","이마트 미아점","152","명태(러시아냉동)","1마리","5980","2018-10","러시아","2018-10-22","002","대형마트","290000","성북구"
"1312331","15","이마트 미아점","254","오징어(생물국산)","1마리","3980","2018-10","국내 생","2018-10-22","002","대형마트","290000","성북구"
"1312332","15","이마트 미아점","266","고등어(생물국산)","1마리","3990","2018-10","국내 생","2018-10-22","002","대형마트","290000","성북구"
"1312333","14","장위골목시장","305","사과(부사 300g)","1개","2500","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312334","14","장위골목시장","306","배(신고 600g)","1개","2500","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312335","14","장위골목시장","307","배추(2.5~3kg)","1포기","2667","2018-10","국내 3입 망 8000원","2018-10-22","001","전통시장","290000","성북구"
"1312336","14","장위골목시장","25","무","1개","2000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312337","14","장위골목시장","309","양파(1.5kg망)","1kg","2000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312338","14","장위골목시장","23","상추","100g","1087","2018-10","국내 230g 2500원","2018-10-22","001","전통시장","290000","성북구"
"1312339","14","장위골목시장","311","오이(다다기)","1개","667","2018-10","3개 2000원","2018-10-22","001","전통시장","290000","성북구"
"1312340","14","장위골목시장","312","애호박","1개","1000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312341","14","장위골목시장","58","쇠고기(한우불고기)","600g","25900","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312342","14","장위골목시장","202","돼지고기(생삼겹살)","600g","15700","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312343","14","장위골목시장","283","닭고기(육계)","1kg","5500","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312344","14","장위골목시장","171","달걀(10개)","10개","3400","2018-10","영양란","2018-10-22","001","전통시장","290000","성북구"
"1312345","14","장위골목시장","320","달걀(30개)","30개","5200","2018-10","특란","2018-10-22","001","전통시장","290000","성북구"
"1312346","14","장위골목시장","136","조기(국산생물)","1마리","3333","2018-10","부세","2018-10-22","001","전통시장","290000","성북구"
"1312347","14","장위골목시장","152","명태(러시아냉동)","1마리","3000","2018-10","러시아","2018-10-22","001","전통시장","290000","성북구"
"1312348","14","장위골목시장","254","오징어(생물국산)","1마리","4000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312349","14","장위골목시장","266","고등어(생물국산)","1마리","3000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312350","13","돈암제일시장","305","사과(부사 300g)","1개","2333","2018-10","국내 3개 7000원","2018-10-22","001","전통시장","290000","성북구"
"1312351","13","돈암제일시장","306","배(신고 600g)","1개","3000","2018-10","신고 2개 6000원","2018-10-22","001","전통시장","290000","성북구"
"1312352","13","돈암제일시장","307","배추(2.5~3kg)","1포기","2667","2018-10","국내 3입 망 8000원","2018-10-22","001","전통시장","290000","성북구"
"1312353","13","돈암제일시장","25","무","1개","2000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312354","13","돈암제일시장","309","양파(1.5kg망)","1.5kg","2500","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312355","13","돈암제일시장","310","상추(100g)","100g","952","2018-10","국내 210g 2000원","2018-10-22","001","전통시장","290000","성북구"
"1312356","13","돈암제일시장","311","오이(다다기)","1개","500","2018-10","국내 4개 2000원","2018-10-22","001","전통시장","290000","성북구"
"1312357","13","돈암제일시장","312","애호박","1개","1000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312358","13","돈암제일시장","131","쇠고기(한우1등급)","600g","25000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312359","13","돈암제일시장","52","돼지고기(삼겹살)","600g","15000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312360","13","돈암제일시장","283","닭고기(육계)","1kg","5000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312361","13","돈암제일시장","171","달걀(10개)","10개","0","2018-10","입고안됨","2018-10-22","001","전통시장","290000","성북구"
"1312362","13","돈암제일시장","320","달걀(30개)","30개 ","5000","2018-10","특란","2018-10-22","001","전통시장","290000","성북구"
"1312363","13","돈암제일시장","136","조기(국산생물)","1마리","3333","2018-10","부세","2018-10-22","001","전통시장","290000","성북구"
"1312364","13","돈암제일시장","152","명태(러시아냉동)","1마리","4000","2018-10","러시아","2018-10-22","001","전통시장","290000","성북구"
"1312365","13","돈암제일시장","254","오징어(생물국산)","1마리","4500","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1312366","13","돈암제일시장","266","고등어(생물국산)","1마리","6000","2018-10","국내","2018-10-22","001","전통시장","290000","성북구"
"1313727","86","홈플러스 동대문점","305","사과(부사 300g)","1개(300g)","2180","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313728","86","홈플러스 동대문점","306","배(신고 600g)","1개(600g)","4300","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313729","86","홈플러스 동대문점","307","배추(2.5~3kg)","1포기","2490","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313730","86","홈플러스 동대문점","308","무(1kg)","1개","1990","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313731","86","홈플러스 동대문점","24","양파","1망(1kg)","1400","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313732","86","홈플러스 동대문점","23","상추","100g","745","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313733","86","홈플러스 동대문점","311","오이(다다기)","1개","570","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313734","86","홈플러스 동대문점","312","애호박","1개","1145","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313735","86","홈플러스 동대문점","58","쇠고기(한우불고기)","600g","18000","2018-10","한우","2018-10-25","002","대형마트","230000","동대문구"
"1313736","86","홈플러스 동대문점","202","돼지고기(생삼겹살)","600g","10140","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313737","86","홈플러스 동대문점","283","닭고기(육계)","1마리(1kg)","4995","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313738","86","홈플러스 동대문점","171","달걀(10개)","10개(대란)","2560","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313739","86","홈플러스 동대문점","320","달걀(30개)","30개(대란)","3840","2018-10","국산 ","2018-10-25","002","대형마트","230000","동대문구"
"1313740","86","홈플러스 동대문점","260","조기(냉동수입산)","1마리(25cm)","1398","2018-10","국산 참조기 중","2018-10-25","002","대형마트","230000","동대문구"
"1313741","86","홈플러스 동대문점","152","명태(러시아냉동)","1마리(40cm)","5490","2018-10","캐나다","2018-10-25","002","대형마트","230000","동대문구"
"1313742","86","홈플러스 동대문점","256","오징어(냉동국산)","1마리(25cm)","3790","2018-10","해동 국산 대","2018-10-25","002","대형마트","230000","동대문구"
"1313743","86","홈플러스 동대문점","266","고등어(생물국산)","1마리(25cm)","1997","2018-10","생물 국산 중","2018-10-25","002","대형마트","230000","동대문구"
"1313744","85","경동시장","305","사과(부사 300g)","1개(300g)","1200","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313745","85","경동시장","306","배(신고 600g)","1개(600g)","1500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313746","85","경동시장","307","배추(2.5~3kg)","1포기","3000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313747","85","경동시장","308","무(1kg)","1개","2000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313748","85","경동시장","24","양파","1망(1kg)","1300","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313749","85","경동시장","23","상추","100g","500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313750","85","경동시장","311","오이(다다기)","1개","500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313751","85","경동시장","312","애호박","1개","1000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313752","85","경동시장","58","쇠고기(한우불고기)","600g","26000","2018-10","한우","2018-10-25","001","전통시장","230000","동대문구"
"1313753","85","경동시장","202","돼지고기(생삼겹살)","600g","12000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313754","85","경동시장","283","닭고기(육계)","1마리(1kg)","4000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313755","85","경동시장","171","달걀(10개)","10개(대란)","1500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313756","85","경동시장","320","달걀(30개)","30개(대란)","3800","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313757","85","경동시장","260","조기(냉동수입산)","1마리(25cm)","2500","2018-10","부세 중국 대","2018-10-25","001","전통시장","230000","동대문구"
"1313758","85","경동시장","152","명태(러시아냉동)","1마리(40cm)","3000","2018-10","러시아","2018-10-25","001","전통시장","230000","동대문구"
"1313759","85","경동시장","254","오징어(생물국산)","1마리(25cm)","4000","2018-10","생물 국산 대","2018-10-25","001","전통시장","230000","동대문구"
"1313760","85","경동시장","266","고등어(생물국산)","1마리(25cm)","2500","2018-10","생물 국산 중","2018-10-25","001","전통시장","230000","동대문구"
"1313761","84","청량리종합시장","305","사과(부사 300g)","1개(300g)","1000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313762","84","청량리종합시장","306","배(신고 600g)","1개(600g)","1500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313763","84","청량리종합시장","307","배추(2.5~3kg)","1포기","3000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313764","84","청량리종합시장","308","무(1kg)","1개","1500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313765","84","청량리종합시장","24","양파","1망(1kg)","1000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313766","84","청량리종합시장","23","상추","100g","500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313767","84","청량리종합시장","311","오이(다다기)","1개","400","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313768","84","청량리종합시장","312","애호박","1개","1000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313769","84","청량리종합시장","58","쇠고기(한우불고기)","600g","28000","2018-10","한우","2018-10-25","001","전통시장","230000","동대문구"
"1313770","84","청량리종합시장","202","돼지고기(생삼겹살)","600g","13000","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313771","84","청량리종합시장","283","닭고기(육계)","1마리(1kg)","3500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313772","84","청량리종합시장","171","달걀(10개)","10개(대란)","1200","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313773","84","청량리종합시장","320","달걀(30개)","30개(대란)","3500","2018-10","국산","2018-10-25","001","전통시장","230000","동대문구"
"1313774","84","청량리종합시장","260","조기(냉동수입산)","1마리(25cm)","2000","2018-10","중국 부세 대","2018-10-25","001","전통시장","230000","동대문구"
"1313775","84","청량리종합시장","152","명태(러시아냉동)","1마리(40cm)","2000","2018-10","러시아","2018-10-25","001","전통시장","230000","동대문구"
"1313776","84","청량리종합시장","254","오징어(생물국산)","1마리(25cm)","5000","2018-10","생물 국산 대","2018-10-25","001","전통시장","230000","동대문구"
"1313777","84","청량리종합시장","266","고등어(생물국산)","1마리(25cm)","3000","2018-10","생물 국산 중","2018-10-25","001","전통시장","230000","동대문구"
"1313778","88","롯데백화점 청량리점","305","사과(부사 300g)","1개(300g)","1667","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313779","88","롯데백화점 청량리점","306","배(신고 600g)","1개(600g)","3000","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313780","88","롯데백화점 청량리점","307","배추(2.5~3kg)","1포기","2980","2018-10","국산 쌈배추","2018-10-25","002","대형마트","230000","동대문구"
"1313781","88","롯데백화점 청량리점","308","무(1kg)","1개","3980","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313782","88","롯데백화점 청량리점","24","양파","1망(1kg)","2980","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313783","88","롯데백화점 청량리점","23","상추","100g","2500","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313784","88","롯데백화점 청량리점","311","오이(다다기)","1개","990","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313785","88","롯데백화점 청량리점","312","애호박","1개","1250","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313786","88","롯데백화점 청량리점","58","쇠고기(한우불고기)","600g","45000","2018-10","한우","2018-10-25","002","대형마트","230000","동대문구"
"1313787","88","롯데백화점 청량리점","202","돼지고기(생삼겹살)","600g","23400","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313788","88","롯데백화점 청량리점","283","닭고기(육계)","1마리(1100g)","9900","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313789","88","롯데백화점 청량리점","171","달걀(10개)","10개(대란)","1933","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313790","88","롯데백화점 청량리점","320","달걀(30개)","30개(대란)","5800","2018-10","국산","2018-10-25","002","대형마트","230000","동대문구"
"1313791","88","롯데백화점 청량리점","144","조기(국산냉동)","1마리(25cm)","4900","2018-10","백조기 국산 대","2018-10-25","002","대형마트","230000","동대문구"
"1313792","88","롯데백화점 청량리점","152","명태(러시아냉동)","1마리(40cm)","0","2018-10","없슴","2018-10-25","002","대형마트","230000","동대문구"
"1313793","88","롯데백화점 청량리점","254","오징어(생물국산)","1마리(25cm)","5000","2018-10","생물 국산 대","2018-10-25","002","대형마트","230000","동대문구"
"1313794","88","롯데백화점 청량리점","266","고등어(생물국산)","1마리(25cm)","4000","2018-10","생물 국산 대","2018-10-25","002","대형마트","230000","동대문구"
"1313999","96","공릉동 도깨비시장","305","사과(부사 300g)","1개","2500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314000","96","공릉동 도깨비시장","306","배(신고 600g)","1개","3000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314001","96","공릉동 도깨비시장","307","배추(2.5~3kg)","1포기","3500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314002","96","공릉동 도깨비시장","308","무(1kg)","1개","2000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314003","96","공릉동 도깨비시장","309","양파(1.5kg망)","1망","2500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314004","96","공릉동 도깨비시장","23","상추","100g","1000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314005","96","공릉동 도깨비시장","311","오이(다다기)","1개","500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314006","96","공릉동 도깨비시장","312","애호박","1개","1000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314007","96","공릉동 도깨비시장","58","쇠고기(한우불고기)","600g","24000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314008","96","공릉동 도깨비시장","99","돼지고기(생삼겹살)","600g","13800","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314009","96","공릉동 도깨비시장","283","닭고기(육계)","1마리","7000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314010","96","공릉동 도깨비시장","181","달걀(왕란)","10개","2500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314011","96","공릉동 도깨비시장","134","달걀(왕란)","30개","5000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314012","96","공릉동 도깨비시장","260","조기(냉동수입산)","1마리(20cm)","5000","2018-10","부세중국산","2018-10-25","001","전통시장","350000","노원구"
"1314013","96","공릉동 도깨비시장","152","명태(러시아냉동)","1마리(35cm)","3000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314014","96","공릉동 도깨비시장","254","오징어(생물국산)","1마리(25cm)","5000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314015","96","공릉동 도깨비시장","266","고등어(생물국산)","1마리(30cm)","50001","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314016","210","상계중앙시장","305","사과(부사 300g)","1개","3000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314017","210","상계중앙시장","306","배(신고 600g)","1개","3000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314018","210","상계중앙시장","307","배추(2.5~3kg)","1포기","3500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314019","210","상계중앙시장","308","무(1kg)","1개","2500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314020","210","상계중앙시장","309","양파(1.5kg망)","1망","2500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314021","210","상계중앙시장","23","상추","100g","900","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314022","210","상계중앙시장","311","오이(다다기)","1개","500","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314023","210","상계중앙시장","312","애호박","1개","1100","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314024","210","상계중앙시장","58","쇠고기(한우불고기)","600g","25000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314025","210","상계중앙시장","99","돼지고기(생삼겹살)","600g","13800","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314026","210","상계중앙시장","283","닭고기(육계)","1마리","6000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314027","210","상계중앙시장","181","달걀(왕란)","10개","3000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314028","210","상계중앙시장","134","달걀(왕란)","30개","6000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314029","210","상계중앙시장","260","조기(냉동수입산)","1마리(25cm)","6000","2018-10","부세중국산","2018-10-25","001","전통시장","350000","노원구"
"1314030","210","상계중앙시장","152","명태(러시아냉동)","1마리(35cm)","3000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314031","210","상계중앙시장","254","오징어(생물국산)","1마리(25cm)","5000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314032","210","상계중앙시장","266","고등어(생물국산)","1마리(30cm)","5000","2018-10","","2018-10-25","001","전통시장","350000","노원구"
"1314033","100","홈플러스 중계점","305","사과(부사 300g)","1개","2200","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314034","100","홈플러스 중계점","306","배(신고 600g)","1개","2400","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314035","100","홈플러스 중계점","307","배추(2.5~3kg)","1포기","3490","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314036","100","홈플러스 중계점","308","무(1kg)","1개","2490","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314037","100","홈플러스 중계점","309","양파(1.5kg망)","1망","2990","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314038","100","홈플러스 중계점","23","상추","190g","1990","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314039","100","홈플러스 중계점","311","오이(다다기)","1개","690","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314040","100","홈플러스 중계점","312","애호박","1개","1290","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314041","100","홈플러스 중계점","58","쇠고기(한우불고기)","600g","23940","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314042","100","홈플러스 중계점","299","삼겹살","600g","17940","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314043","100","홈플러스 중계점","138","닭고기(토종닭)","1마리","8990","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314044","100","홈플러스 중계점","181","달걀(왕란)","10개","2690","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314045","100","홈플러스 중계점","181","달걀(왕란)","30개","5790","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314046","100","홈플러스 중계점","260","조기(냉동수입산)","1마리(25cm)","4990","2018-10","부세중국산","2018-10-25","002","대형마트","350000","노원구"
"1314047","100","홈플러스 중계점","264","명태(냉동수입산)","1마리(30cm)","5490","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314048","100","홈플러스 중계점","257","오징어(냉동수입산)","1마리(20cm)","3500","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314049","100","홈플러스 중계점","316","고등어(30cm국산)","1마리(30cm)","2000","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314050","98","롯데백화점 노원점","305","사과(부사 300g)","1개","2500","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314051","98","롯데백화점 노원점","306","배(신고 600g)","1개","2000","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314052","98","롯데백화점 노원점","125","배추(국산)","1포기","2990","2018-10","솎은배추","2018-10-25","002","대형마트","350000","노원구"
"1314053","98","롯데백화점 노원점","25","무","1개","4980","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314054","98","롯데백화점 노원점","309","양파(1.5kg망)","1망","2990","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314055","98","롯데백화점 노원점","23","상추","100g","2980","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314056","98","롯데백화점 노원점","311","오이(다다기)","1개","1290","2018-10","","2018-10-25","002","대형마트","350000","노원구"
"1314057","98","롯데백화점 노원점","119","호박(인큐베이터)","1개","1980","2018-10","","2018-10-25","002","대형마트","350000","노원구"
